,c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0,0.6477379612403574,0.7826464120800164,0.6524131433153384,1.0094107240878905,0.3503682472546777,0.3388175125112933,0.6047423124187083,0.9900000000000014,1.0000000000000007
1,0.5054629224291354,0.65448795525657,1.7768253074196065,0.8511407542756032,0.031291219970048856,0.28997503527834023,0.5215014259255031,0.9900000000000014,1.0000000000000007
2,0.6137918376405687,0.5820212478261722,1.5604901997228933,0.8233691877904082,0.10037962977205483,0.24878770297354083,0.43631198212589745,0.9900000000000014,1.0000000000000007
3,0.7560492839650161,0.7816786762203815,0.5492344897959017,1.2107743355693088,0.1323406375054088,0.34686308487453577,0.6155335162296502,0.9900000000000014,1.0000000000000007
4,0.585310886344257,0.23655571692683347,0.9273794155813333,0.5618891323091941,0.05670956253686196,0.12998779757918807,0.14588888969421399,0.9900000000000014,1.0000000000000007
5,0.7332496707317396,0.7371272782650153,0.9199283154573059,1.0422144617053042,0.4494622733710931,0.3084433140433605,0.5558224581018864,0.9900000000000014,1.0000000000000007
6,0.48062418427094905,0.3935294808206846,0.5927516928786973,0.6900134216838208,0.12262025687523796,0.18920353869300865,0.2965430691890739,0.9900000000000014,1.0000000000000007
7,0.17988996630870874,0.562440975692664,0.936905483132578,0.7982911125203004,0.13965196097167215,0.23900298845299225,0.41482950179094497,0.9900000000000014,1.0000000000000007
8,0.3538214707212324,0.7523478838042277,1.1604457834224773,0.8056015491808893,0.137735379411896,0.3598753942714762,0.6301142473770902,0.9900000000000014,1.0000000000000007
9,0.1329771795308905,0.39395547313117346,0.5276091413133608,0.582398577131186,0.32449831589788025,0.17996751050192938,0.2735931200527938,0.9900000000000014,1.0000000000000007
10,0.30690614639602154,0.8300991782506077,0.6059994811490137,1.114847274896343,0.010394162544039314,0.3296358272289734,0.5907955550252892,0.9900000000000014,1.0000000000000007
11,0.627788779552517,0.3533975328762128,0.5603880207338902,0.5993389357358839,0.0005442293819361383,0.1693445008971988,0.24719460659794776,0.9900000000000014,1.0000000000000007
12,0.538158145285961,0.6153621387787066,0.6618665717410999,0.89013699504097,0.13375085538637546,0.2599127747510313,0.46055730830471253,0.9900000000000014,1.0000000000000007
13,0.1914938484302401,0.5538108807669441,0.7619312897841558,0.8542285172405772,0.015480971607074304,0.22997754689388802,0.3943070369907515,0.9900000000000014,1.0000000000000007
14,0.6251677368596675,0.42233676721814384,0.7283352665849436,0.7389112391578205,0.08377252442002006,0.1998112459049979,0.3222821953551083,0.9900000000000014,1.0000000000000007
15,0.9946527627414912,0.5088138264982287,0.7678090320598987,0.8484534820200208,0.010127868991314102,0.2195176948902742,0.3704243520861612,0.9900000000000014,1.0000000000000007
16,0.8595470195061751,0.656683674458428,1.550920809363368,0.8956998984199481,0.09117991544737453,0.27976802146574936,0.5017327628173834,0.9900000000000014,1.0000000000000007
17,0.6893124271842017,0.3292377220644761,1.4067889673556102,0.6023535905046256,0.10315492466149458,0.15988506984567033,0.22310456865253983,0.9900000000000014,1.0000000000000007
18,1.579393934771205,0.3075468846451225,1.2467884217110816,0.5995609820347934,0.0015135648519029685,0.14868342073554827,0.19551164200328555,0.9900000000000014,1.0000000000000007
19,0.8202740045854531,0.754821163356716,1.4991964246766074,0.9783825322228434,0.04671747500790098,0.31886127842906264,0.5738921646652245,0.9900000000000014,1.0000000000000007
20,-0.03713199148877708,0.6466971310984418,1.4798817396396393,0.9065845719115424,0.0467510215010815,0.26978385498474855,0.48191502667450037,0.9900000000000014,1.0000000000000007
21,0.16932509479914443,0.4975245439325784,0.9369069819057113,0.7810717576814241,0.09862685857272027,0.208913198050003,0.3454380686373987,0.9900000000000014,1.0000000000000007
22,0.7934619267142997,0.2956175655525869,1.383993556218524,0.6533017261204543,0.03918777539715476,0.13986718445259486,0.1724098001128311,0.9900000000000014,1.0000000000000007
23,0.6598112608901638,0.6806493096300942,1.6815660020737222,0.8558155255111313,0.10886012502766823,0.29984366374145327,0.5403652087140451,0.9900000000000014,1.0000000000000007
